Case ID,Label,Cumduration_6_L,Cumduration_6_M,Cumduration_6_S,Cumduration_6_LL,Cumduration_7_L,Cumduration_7_M,Cumduration_7_S,Cumduration_7_LL,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Cumduration_5_L,Cumduration_5_M,Cumduration_5_S,Cumduration_5_LL,Duration_3_LL,Duration_3_M,Duration_3_L,Cumduration_3_L,Cumduration_3_LL,Cumduration_3_M,Cumduration_3_S,Cumduration_4_L,Cumduration_4_LL,Cumduration_4_M,Cumduration_4_S,Duration_4_M,Duration_4_LL,Duration_4_L,Duration_5_M,Duration_5_L,Duration_5_LL,Duration_8_M,Duration_8_L,Duration_8_LL,Duration_7_M,Duration_7_L,Duration_7_LL,Cumduration_8_L,Cumduration_8_M,Cumduration_8_S,Cumduration_8_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL,Duration_6_M,Duration_6_L,Duration_6_LL
2831567,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2832460,0,0.0,0.8501099999999999,0.14989000000000008,0.0,0.0,0.7903500000000001,0.2096499999999999,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,0.0,0.8755800000000002,0.12441999999999975,0.0,0.0,1.0,0.0,0.0,0.0,0.8461500000000002,0.15384999999999982,0.0,0.0,0.9005100000000001,0.09948999999999986,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7302300000000002,0.26976999999999984,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,1.0,0.0,0.0
2833073,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2838476,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2839858,0,0.0,0.9157200000000003,0.08427999999999969,0.0,0.0,0.85317,0.14683000000000002,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.9504600000000001,0.04953999999999992,0.0,0.0,1.0,0.0,0.0,0.0,0.9652200000000004,0.03477999999999959,0.0,0.0,0.9860100000000003,0.013989999999999725,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7885499999999999,0.21145000000000014,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2840219,0,0.0,0.91743,0.08257000000000003,0.0,0.0,0.8549699999999998,0.14503000000000021,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.95235,0.04764999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.96855,0.03144999999999998,0.0,0.0,0.9883500000000001,0.011649999999999938,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.79053,0.20947000000000005,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2840553,0,0.0,0.9187799999999999,0.08122000000000007,0.0,0.0,0.85596,0.14403999999999995,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.9538799999999998,0.04612000000000016,0.0,0.0,1.0,0.0,0.0,0.0,0.97098,0.029020000000000046,0.0,0.0,0.9901500000000003,0.009849999999999692,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7908899999999996,0.20911000000000035,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2846764,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9516300000000002,0.0483699999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847199,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9555899999999999,0.04441000000000006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847603,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2848063,0,0.0,1.0,0.0,0.0,0.0,0.9762899999999997,0.023710000000000342,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.90204,0.09796000000000005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2851738,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9478499999999999,0.05215000000000014,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2852274,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9501,0.049900000000000055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2854000,0,0.0,1.0,0.0,0.0,0.0,0.9721500000000001,0.02784999999999993,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8982600000000001,0.10173999999999994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2857143,0,0.0,0.90123,0.09877000000000002,0.0,0.0,0.8393100000000002,0.16068999999999978,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.9339,0.06610000000000005,0.0,0.0,1.0,0.0,0.0,0.0,0.93912,0.060880000000000045,0.0,0.0,0.9672899999999998,0.03271000000000024,1.0,0.0,0.0,1.0,0.0,0.0,0.7288800000000002,0.2711199999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2866083,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868276,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868714,0,0.0,0.96855,0.03144999999999998,0.0,0.0,0.9035700000000002,0.0964299999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8354399999999997,0.16456000000000026,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2871542,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3884799999999995,0.0,0.6115200000000005,0.0,0.10313000000000105,0.896869999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.5462900000000017,0.4537099999999983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32786000000000115,0.6721399999999988
2872584,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873491,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2874224,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2875758,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9592799999999997,0.04072000000000031,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2879904,0,0.7255700000000003,0.0,0.0,0.27442999999999973,0.8631800000000007,0.0,0.0,0.13681999999999928,0.0,0.0,0.0,1.0,0.40103000000000133,0.0,0.0,0.5989699999999987,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08819000000000088,0.9118099999999991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2883285,0,0.5804499999999999,0.4195500000000001,0.0,0.0,0.45624999999999893,0.5437500000000011,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,0.6969999999999992,0.3030000000000008,0.0,0.0,0.7817599999999985,0.0,0.21824000000000154,1.0,0.0,0.0,0.0,0.9621399999999998,0.0,0.03786000000000023,0.0,0.9323700000000006,0.0,0.06762999999999941,1.0,0.0,0.0,0.5174700000000003,0.4825299999999997,0.0,1.0,0.0,0.0,0.7415499999999993,0.25845000000000073,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2884070,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2887729,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22679000000000205,0.773209999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6707400000000003,0.32925999999999966,0.0
2887943,1,0.0,0.9684599999999999,0.031540000000000123,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890437,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6689400000000001,0.3310599999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2891205,0,0.0,1.0,0.0,0.0,0.21657999999999955,0.7834200000000004,0.0,0.0,0.7611000000000008,0.23889999999999922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11154999999999937,0.0,0.8884500000000006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08319999999999972,0.9168000000000003,0.0,0.0,0.7611000000000008,0.23889999999999922,0.0,0.0,1.0,0.0,0.0
2891719,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.94659,0.05340999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.9591000000000003,0.040899999999999714,0.0,0.0,0.9816000000000003,0.01839999999999975,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6689400000000001,0.3310599999999999,0.0,0.0,1.0,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,1.0,0.0
2899336,1,0.0,0.9156300000000002,0.08436999999999983,0.0,0.0,0.8529900000000001,0.14700999999999986,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.9501,0.049900000000000055,0.0,0.0,1.0,0.0,0.0,0.0,0.8933999999999997,0.10660000000000025,0.0,0.0,0.98583,0.014170000000000016,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7880099999999999,0.21199000000000012,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2900428,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3723900000000002,0.6276099999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44301999999999975,0.0,0.5569800000000003,0.0,0.05215000000000014,0.0,0.9478499999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3723900000000002,0.6276099999999998,0.0,0.0,1.0,0.0,0.0
2902319,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902671,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2904023,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6764999999999999,0.3235000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2917203,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,0.0,0.86667,0.13332999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.8316600000000003,0.1683399999999997,0.0,0.0,0.8900700000000001,0.10992999999999986,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9491100000000001,0.05088999999999988,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,1.0,0.0,0.0
2917783,0,0.0,0.8391299999999999,0.16087000000000007,0.0,1.0,0.0,0.0,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,0.0,0.86307,0.13693,0.0,0.0,1.0,0.0,0.0,0.0,0.82572,0.17428,0.0,0.0,0.8857500000000003,0.11424999999999974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,1.0,0.0,0.0
2929114,0,0.0,0.7939499999999997,0.2060500000000003,0.0,0.9864800000000011,0.0,0.0,0.013519999999998866,0.7177199999999999,0.0,0.2822800000000001,0.0,0.0,0.8114999999999997,0.18850000000000033,0.0,0.0,1.0,0.0,0.0,0.0,0.7428300000000001,0.2571699999999999,0.0,0.0,0.82653,0.17347,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7177199999999999,0.0,0.2822800000000001,0.0,1.0,0.0,0.0
2931527,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9765600000000001,0.023439999999999905,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937163,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937457,0,0.0,0.9097799999999996,0.09022000000000041,0.0,0.0,0.8752200000000001,0.12477999999999989,0.0,0.89412,0.0,0.10587999999999997,0.0,0.0,0.9437100000000003,0.05628999999999973,0.0,0.0,1.0,0.0,0.0,0.0,0.9540600000000001,0.04593999999999987,0.0,0.0,0.9780000000000002,0.021999999999999797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89412,0.0,0.10587999999999997,0.0,1.0,0.0,0.0
2938665,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2941603,0,0.0,1.0,0.0,0.0,0.0,0.9626100000000002,0.03738999999999981,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,0.0,1.0,0.0,0.0,0.0,0.9898800000000003,0.010119999999999685,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8893499999999999,0.11065000000000014,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,1.0,0.0,0.0
2946363,0,0.0,0.85155,0.14844999999999997,0.0,0.0,0.7916099999999999,0.20839000000000008,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,0.0,0.8338200000000002,0.16617999999999977,0.0,0.0,1.0,0.0,0.0,0.0,0.7797300000000003,0.22026999999999974,0.0,0.0,0.85263,0.14737,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7314000000000003,0.26859999999999973,0.0,0.7616399999999999,0.0,0.23836000000000013,0.0,1.0,0.0,0.0
