Case ID,Label,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL,Cumduration_3_M,Cumduration_3_L,Cumduration_3_LL,Cumduration_3_S,Duration_3_M,Duration_3_LL,Duration_3_L
2833073,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2838476,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2839858,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9617999999999998,0.0,0.0,0.038200000000000234,1.0,0.0,0.0
2840219,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9652200000000004,0.0,0.0,0.03477999999999959,1.0,0.0,0.0
2840553,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9676500000000003,0.0,0.0,0.03234999999999966,1.0,0.0,0.0
2846764,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847199,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847603,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2848063,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2851738,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2852274,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2854000,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2857143,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9355199999999999,0.0,0.0,0.06448000000000009,1.0,0.0,0.0
2866083,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868276,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868714,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2871542,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6008100000000001,0.39918999999999993,0.0,0.0,0.0,0.0,1.0
2872584,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873491,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2874224,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2875758,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2876753,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,0.73176,0.0,0.0,0.26824000000000003,1.0,0.0,0.0
2879904,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2883285,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.8032699999999986,0.1967300000000014
2884070,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2887729,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20627000000000084,0.7937299999999992,0.0,0.0,1.0,0.0
2887943,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890437,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2891205,0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.8803500000000009,0.11964999999999915,0.0,0.0,1.0,0.0,0.0
2891719,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9556800000000001,0.0,0.0,0.044319999999999915,1.0,0.0,0.0
2899336,1,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.8892600000000002,0.0,0.0,0.11073999999999984,1.0,0.0,0.0
2900428,0,0.36051000000000055,0.6394899999999994,0.0,0.0,0.36051000000000055,0.6394899999999994,0.0,0.0,0.54582,0.45418000000000003,0.0,0.0,1.0,0.0,0.0
2901823,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902319,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902671,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2904023,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2911919,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9616199999999999,0.0,0.0,0.03838000000000008,1.0,0.0,0.0
2917203,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.82707,0.0,0.0,0.17293000000000003,1.0,0.0,0.0
2917783,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.8209499999999998,0.0,0.0,0.17905000000000015,1.0,0.0,0.0
2928203,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2929114,0,0.7113300000000002,0.0,0.28866999999999976,0.0,0.7113300000000002,0.0,0.28866999999999976,0.0,0.7373400000000001,0.0,0.0,0.2626599999999999,1.0,0.0,0.0
2931527,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937163,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937457,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9506399999999999,0.0,0.0,0.04936000000000007,1.0,0.0,0.0
2938665,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2941603,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,1.0,0.0,0.0,0.0,0.9825900000000001,0.0,0.017409999999999926
2946363,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.7745099999999998,0.0,0.0,0.2254900000000002,1.0,0.0,0.0
2952306,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.7745099999999998,0.0,0.0,0.2254900000000002,1.0,0.0,0.0
2953434,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9488399999999997,0.0,0.0,0.051160000000000316,1.0,0.0,0.0
2955625,1,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9653099999999997,0.0,0.0,0.03469000000000033,1.0,0.0,0.0
2956643,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.8213999999999997,0.0,0.0,0.17860000000000031,1.0,0.0,0.0
2958289,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2959106,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2959723,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2961386,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2966696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8283300000000002,0.17166999999999977,0.0,0.0,0.0,0.0,1.0
2966701,1,0.4895700000000005,0.5104299999999995,0.0,0.0,0.4895700000000005,0.5104299999999995,0.0,0.0,0.7140300000000002,0.28596999999999984,0.0,0.0,1.0,0.0,0.0
2967618,1,0.886470000000001,0.11352999999999902,0.0,0.0,0.886470000000001,0.11352999999999902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2967994,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2968803,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2970345,0,0.6693900000000008,0.3306099999999992,0.0,0.0,0.6693900000000008,0.3306099999999992,0.0,0.0,0.8710800000000001,0.12891999999999992,0.0,0.0,1.0,0.0,0.0
2976090,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2976919,1,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.7513800000000002,0.24861999999999984,0.0,0.0,1.0,0.0,0.0
2984277,0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.7510200000000005,0.24897999999999954,0.0,0.0,1.0,0.0,0.0
2985791,0,0.886470000000001,0.11352999999999902,0.0,0.0,0.886470000000001,0.11352999999999902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2992191,1,0.7527299999999997,0.24727000000000032,0.0,0.0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.8861999999999997,0.11380000000000035,0.0,0.0,1.0,0.0,0.0
2997110,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2998479,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2998842,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3004257,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3006624,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3006903,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3008423,0,0.5659800000000006,0.4340199999999994,0.0,0.0,0.5659800000000006,0.4340199999999994,0.0,0.0,0.7809000000000008,0.21909999999999918,0.0,0.0,1.0,0.0,0.0
3019065,1,0.36051000000000055,0.6394899999999994,0.0,0.0,0.36051000000000055,0.6394899999999994,0.0,0.0,0.5342099999999999,0.46579000000000015,0.0,0.0,1.0,0.0,0.0
3019503,1,0.4895700000000005,0.5104299999999995,0.0,0.0,0.4895700000000005,0.5104299999999995,0.0,0.0,0.65517,0.34482999999999997,0.0,0.0,1.0,0.0,0.0
3020566,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3022008,1,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6349200000000002,0.36507999999999985,0.0,0.0,1.0,0.0,0.0
3024669,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3026543,1,0.886470000000001,0.11352999999999902,0.0,0.0,0.886470000000001,0.11352999999999902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3027880,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3030743,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3074788,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3076709,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3076883,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,1.0,0.0,0.0,0.0,0.31704000000000043,0.0,0.6829599999999996
3084709,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9379499999999998,0.0,0.0,0.06205000000000016,1.0,0.0,0.0
3086223,0,0.7557,0.0,0.24429999999999996,0.0,0.7557,0.0,0.24429999999999996,0.0,0.8359799999999997,0.0,0.0,0.16402000000000028,1.0,0.0,0.0
3087387,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3087612,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3088519,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3095793,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3097714,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3100699,1,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,1.0,0.0,0.0,0.0,0.5343900000000001,0.0,0.46560999999999986
3101255,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3103213,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3107031,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9346200000000002,0.0,0.0,0.06537999999999977,1.0,0.0,0.0
3113605,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3115575,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3116141,1,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,0.66066,0.0,0.0,0.33934,1.0,0.0,0.0
3119614,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3123689,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3124011,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3130787,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3132548,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3135870,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3142055,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,1.0,0.0,0.0,0.0,0.9825900000000001,0.0,0.017409999999999926
3143683,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3148308,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3149735,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3151204,0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.8887200000000002,0.11127999999999982,0.0,0.0,1.0,0.0,0.0
3153211,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,0.7140300000000002,0.28596999999999984,0.0,0.0,0.0,0.15931999999999835,0.8406800000000016
3166820,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3167203,0,0.23343000000000025,0.7665699999999998,0.0,0.0,0.23343000000000025,0.7665699999999998,0.0,0.0,0.4269300000000005,0.5730699999999995,0.0,0.0,1.0,0.0,0.0
3168727,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3169120,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3169326,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3172017,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3174008,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3178187,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3178568,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3179947,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3184036,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94353,0.05647000000000002,0.0,0.0,0.0,0.0,1.0
3188265,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20427000000000017,0.7957299999999998,0.0,0.0,1.0,0.0,0.0
3197502,0,0.23343000000000025,0.7665699999999998,0.0,0.0,0.23343000000000025,0.7665699999999998,0.0,0.0,0.4207200000000002,0.5792799999999998,0.0,0.0,1.0,0.0,0.0
3200492,0,0.4895700000000005,0.5104299999999995,0.0,0.0,0.4895700000000005,0.5104299999999995,0.0,0.0,0.7140300000000002,0.28596999999999984,0.0,0.0,1.0,0.0,0.0
3207862,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94353,0.05647000000000002,0.0,0.0,0.31704000000000043,0.0,0.6829599999999996
3218827,1,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.9347999999999996,0.0,0.0,0.06520000000000037,1.0,0.0,0.0
3219826,0,0.36051000000000055,0.6394899999999994,0.0,0.0,0.36051000000000055,0.6394899999999994,0.0,0.0,0.5508600000000001,0.4491399999999999,0.0,0.0,1.0,0.0,0.0
3225456,0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.6505800000000006,0.3494199999999994,0.0,0.0,1.0,0.0,0.0
3232189,0,0.5291700000000006,0.4708299999999994,0.0,0.0,0.5291700000000006,0.4708299999999994,0.0,0.0,0.7487699999999995,0.2512300000000005,0.0,0.0,1.0,0.0,0.0
3234466,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3237542,0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.7569600000000003,0.2430399999999997,0.0,0.0,1.0,0.0,0.0
3238727,1,0.7976400000000003,0.20235999999999965,0.0,0.0,0.7976400000000003,0.20235999999999965,0.0,0.0,0.9825900000000001,0.017409999999999926,0.0,0.0,1.0,0.0,0.0
3248466,0,0.78972,0.21028000000000002,0.0,0.0,0.78972,0.21028000000000002,0.0,0.0,0.9756600000000004,0.024339999999999584,0.0,0.0,1.0,0.0,0.0
3256221,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,0.66066,0.0,0.0,0.33934,1.0,0.0,0.0
3257628,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3257848,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3258671,0,0.62331,0.0,0.37668999999999997,0.0,0.62331,0.0,0.37668999999999997,0.0,0.6008100000000001,0.39918999999999993,0.0,0.0,0.0,0.30475999999999903,0.695240000000001
3262171,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3264192,1,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.7741500000000006,0.22584999999999944,0.0,0.0,1.0,0.0,0.0
3265011,0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.6203399999999997,0.37966000000000033,0.0,0.0,0.7658699999999996,0.2341300000000004,0.0,0.0,1.0,0.0,0.0
3280093,0,0.4021800000000004,0.5978199999999996,0.0,0.0,0.4021800000000004,0.5978199999999996,0.0,0.0,0.6374399999999998,0.3625600000000002,0.0,0.0,1.0,0.0,0.0
3282104,0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.7527299999999997,0.24727000000000032,0.0,0.0,0.74742,0.25258,0.0,0.0,1.0,0.0,0.0
3286102,0,0.88944,0.0,0.11055999999999999,0.0,0.88944,0.0,0.11055999999999999,0.0,0.6694800000000001,0.3305199999999999,0.0,0.0,0.0,0.0,1.0
3288710,0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.6591300000000002,0.3408699999999998,0.0,0.0,1.0,0.0,0.0
3289530,0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.6451800000000008,0.35481999999999925,0.0,0.0,1.0,0.0,0.0
3290567,0,0.7583100000000007,0.2416899999999993,0.0,0.0,0.7583100000000007,0.2416899999999993,0.0,0.0,0.8862900000000007,0.11370999999999931,0.0,0.0,1.0,0.0,0.0
3292122,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3292457,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3298841,0,0.2386500000000007,0.7613499999999993,0.0,0.0,0.2386500000000007,0.7613499999999993,0.0,0.0,0.4357500000000005,0.5642499999999995,0.0,0.0,1.0,0.0,0.0
3301142,0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.49497000000000035,0.5050299999999996,0.0,0.0,0.6630900000000004,0.3369099999999996,0.0,0.0,1.0,0.0,0.0
3303053,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3305073,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3306586,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3307452,1,0.8383200000000004,0.0,0.1616799999999996,0.0,0.8383200000000004,0.0,0.1616799999999996,0.0,0.8454299999999999,0.0,0.0,0.1545700000000001,1.0,0.0,0.0
3309306,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3311607,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2731200000000005,0.7268799999999995,0.0,0.0,1.0,0.0,0.0
3319822,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3320493,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3322058,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3326569,1,0.93201,0.06799,0.0,0.0,0.93201,0.06799,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3327777,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3330161,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3332479,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
