Case ID,Label,Cumduration_6_L,Cumduration_6_M,Cumduration_6_S,Cumduration_6_LL,Cumduration_7_L,Cumduration_7_M,Cumduration_7_S,Cumduration_7_LL,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Duration_9_M,Duration_9_L,Duration_9_LL,Cumduration_5_L,Cumduration_5_M,Cumduration_5_S,Cumduration_5_LL,Duration_3_LL,Duration_3_M,Duration_3_L,Cumduration_3_L,Cumduration_3_LL,Cumduration_3_M,Cumduration_3_S,Cumduration_4_L,Cumduration_4_LL,Cumduration_4_M,Cumduration_4_S,Duration_4_M,Duration_4_LL,Duration_4_L,Duration_5_M,Duration_5_L,Duration_5_LL,Duration_8_M,Duration_8_L,Duration_8_LL,Duration_7_M,Duration_7_L,Duration_7_LL,Cumduration_8_L,Cumduration_8_M,Cumduration_8_S,Cumduration_8_LL,Cumduration_9_L,Cumduration_9_M,Cumduration_9_S,Cumduration_9_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL,Duration_6_M,Duration_6_L,Duration_6_LL
2831567,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2832460,0,0.0,0.8563200000000002,0.1436799999999998,0.0,0.0,0.7965599999999999,0.20344000000000007,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,0.0,1.0,0.0,0.0,0.8814299999999999,0.11857000000000006,0.0,0.0,1.0,0.0,0.0,0.0,0.85452,0.14548000000000005,0.0,0.0,0.9072600000000004,0.0927399999999996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7358100000000003,0.2641899999999997,0.0,0.0,1.0,0.0,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,1.0,0.0,0.0
2833073,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2838476,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2839858,0,0.0,0.9219299999999997,0.0780700000000003,0.0,0.0,0.8603699999999996,0.13963000000000036,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0,0.0,0.9563099999999998,0.04369000000000023,0.0,0.0,1.0,0.0,0.0,0.0,0.9739499999999999,0.02605000000000013,0.0,0.0,0.9927599999999996,0.007240000000000357,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7948500000000003,0.20514999999999972,0.0,0.0,0.7585799999999998,0.2414200000000002,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2840219,0,0.0,0.9235500000000001,0.0764499999999999,0.0,0.0,0.8620800000000002,0.13791999999999982,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0,0.0,0.9582000000000002,0.04179999999999984,0.0,0.0,1.0,0.0,0.0,0.0,0.9773700000000001,0.022629999999999928,0.0,0.0,0.99519,0.004809999999999981,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7969199999999996,0.20308000000000037,0.0,0.0,0.7605599999999999,0.2394400000000001,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2840553,0,0.0,0.9249,0.07509999999999994,0.0,0.0,0.8631600000000001,0.13683999999999985,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0,0.0,0.9597300000000004,0.040269999999999584,0.0,0.0,1.0,0.0,0.0,0.0,0.9798,0.020199999999999996,0.0,0.0,0.9969900000000003,0.003009999999999735,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7972800000000002,0.2027199999999998,0.0,0.0,0.7608300000000003,0.23916999999999966,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2846764,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.96,0.040000000000000036,0.0,0.0,0.9159899999999999,0.08401000000000014,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847199,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9639600000000002,0.03603999999999985,0.0,0.0,0.91968,0.08031999999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847603,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2848063,0,0.0,1.0,0.0,0.0,0.0,0.98529,0.01471,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9097799999999996,0.09022000000000041,0.0,0.0,0.9399299999999999,0.06007000000000007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2851738,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9561299999999999,0.043870000000000076,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2854000,0,0.0,1.0,0.0,0.0,0.0,0.9810600000000003,0.018939999999999735,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9060000000000001,0.09399999999999986,0.0,0.0,0.8645100000000001,0.1354899999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2857143,0,0.0,0.9074399999999998,0.0925600000000002,0.0,0.0,0.84633,0.15366999999999997,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,0.40659000000000045,0.5934099999999995,0.0,0.0,0.9397499999999996,0.06025000000000036,0.0,0.0,1.0,0.0,0.0,0.0,0.9477599999999997,0.052240000000000286,0.0,0.0,0.97404,0.025959999999999983,1.0,0.0,0.0,1.0,0.0,0.0,0.7322999999999995,0.2677000000000005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2866083,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868276,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.910610000000001,0.08938999999999897,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868714,0,0.0,0.9747599999999998,0.02524000000000015,0.0,0.0,0.9114900000000001,0.08850999999999987,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8423699999999998,0.15763000000000016,0.0,0.0,0.8042100000000003,0.1957899999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2871542,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.40224999999999955,0.0,0.5977500000000004,0.0,0.09917000000000087,0.9008299999999991,0.0,0.0,0.0,1.0,0.0,0.0,0.5521400000000005,0.4478599999999995,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33011000000000124,0.6698899999999988
2872584,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7857600000000007,0.21423999999999932,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873491,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9700800000000003,0.029919999999999725,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2874224,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9665699999999999,0.03343000000000007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2875758,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9676500000000003,0.03234999999999966,0.0,0.0,0.9232799999999997,0.07672000000000034,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2883285,0,0.5851299999999995,0.4148700000000005,0.0,0.0,0.4859499999999999,0.5140500000000001,0.0,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0,0.701859999999999,0.29814000000000096,0.0,0.0,0.7765399999999989,0.0,0.2234600000000011,1.0,0.0,0.0,0.0,0.9691599999999996,0.0,0.030840000000000423,0.0,0.934800000000001,0.0,0.06519999999999904,1.0,0.0,0.0,0.5214300000000005,0.4785699999999995,0.0,1.0,0.0,0.0,0.76945,0.23055000000000003,0.0,0.0,0.6514600000000002,0.34853999999999985,0.0,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2884070,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2887729,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2143700000000015,0.7856299999999985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6702000000000004,0.32979999999999965,0.0
2887943,1,0.0,0.97458,0.025419999999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7927800000000005,0.20721999999999952,0.0,0.0,1.0,0.0,0.0,0.0,0.9942899999999999,0.005710000000000104,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890437,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35573999999999995,0.64426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2891205,0,0.0,1.0,0.0,0.0,0.2433999999999994,0.7566000000000006,0.0,0.0,0.7439099999999996,0.2560900000000004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12460000000000004,0.0,0.8754,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.657890000000001,0.342109999999999,0.10488999999999926,0.8951100000000007,0.0,0.0,0.01020999999999983,0.9897900000000002,0.0,0.0,0.7439099999999996,0.2560900000000004,0.0,0.0,1.0,0.0,0.0
2891719,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0,0.0,0.9524400000000002,0.047559999999999825,0.0,0.0,1.0,0.0,0.0,0.0,0.9679199999999999,0.03208000000000011,0.0,0.0,0.9884399999999998,0.011560000000000237,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35573999999999995,0.64426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,0.0,1.0,0.0
2899336,1,0.0,0.92184,0.07816000000000001,0.0,0.0,0.8601000000000001,0.1398999999999999,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,0.9476699999999996,0.05233000000000043,0.0,0.0,0.9559500000000001,0.04404999999999992,0.0,0.0,1.0,0.0,0.0,0.0,0.9018599999999997,0.09814000000000034,0.0,0.0,0.9926700000000004,0.007329999999999615,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7943100000000003,0.2056899999999997,0.0,0.0,0.9399299999999999,0.06007000000000007,0.0,0.9032999999999998,0.0,0.09670000000000023,0.0,1.0,0.0,0.0
2902319,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9942899999999999,0.005710000000000104,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902671,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2904023,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6798299999999999,0.32017000000000007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2917203,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,1.0,0.0,0.0,0.0,0.8725199999999997,0.12748000000000026,0.0,0.0,1.0,0.0,0.0,0.0,0.8399399999999999,0.1600600000000001,0.0,0.0,0.89682,0.10318000000000005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9573899999999997,0.04261000000000026,0.0,0.0,0.9139200000000001,0.08607999999999993,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,1.0,0.0,0.0
2917783,0,0.0,0.8453399999999998,0.15466000000000024,0.0,1.0,0.0,0.0,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,1.0,0.0,0.0,0.0,0.8689199999999997,0.1310800000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.8339099999999999,0.16609000000000007,0.0,0.0,0.8925000000000001,0.10749999999999993,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7699199999999999,0.0,0.23008000000000006,0.0,1.0,0.0,0.0
2929114,0,0.0,0.80016,0.19984000000000002,0.0,0.9464300000000003,0.0,0.0,0.05356999999999967,0.7256399999999998,0.0,0.27436000000000016,0.0,1.0,0.0,0.0,0.0,0.8173500000000002,0.18264999999999976,0.0,0.0,1.0,0.0,0.0,0.0,0.7506599999999999,0.24934000000000012,0.0,0.0,0.8331900000000001,0.1668099999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7256399999999998,0.0,0.27436000000000016,0.0,1.0,0.0,0.0
2931527,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9852000000000003,0.014799999999999702,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937163,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
