Case ID,Label,Cumduration_6_M,Cumduration_6_L,Cumduration_6_S,Cumduration_6_LL,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Cumduration_5_M,Cumduration_5_L,Cumduration_5_S,Cumduration_5_LL,Duration_3_M,Duration_3_LL,Duration_3_L,Cumduration_3_M,Cumduration_3_L,Cumduration_3_LL,Cumduration_3_S,Cumduration_4_M,Cumduration_4_L,Cumduration_4_S,Cumduration_4_LL,Duration_4_M,Duration_4_LL,Duration_4_L,Duration_5_M,Duration_5_L,Duration_5_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL,Duration_6_M,Duration_6_L,Duration_6_LL
2825088,0,0.0,0.0,0.0,1.0,0.9788099999999997,0.0,0.021190000000000264,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9659399999999998,0.0,0.0,0.0340600000000002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9788099999999997,0.0,0.021190000000000264,0.0,1.0,0.0,0.0
2830183,0,1.0,0.0,0.0,0.0,0.8871000000000002,0.11289999999999978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9895200000000006,0.010479999999999379,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8871000000000002,0.11289999999999978,0.0,0.0,1.0,0.0,0.0
2831567,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2832460,0,0.8436300000000001,0.0,0.1563699999999999,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8725199999999997,0.0,0.12748000000000026,0.0,1.0,0.0,0.0,0.8428200000000001,0.0,0.0,0.15717999999999988,0.8993399999999996,0.0,0.10066000000000042,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2833073,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2838476,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2839858,0,0.90645,0.0,0.09355000000000002,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9448799999999999,0.0,0.05512000000000006,0.0,1.0,0.0,0.0,0.9622499999999996,0.0,0.0,0.037750000000000394,0.9809700000000001,0.0,0.01902999999999988,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2840219,0,0.9080699999999999,0.0,0.09193000000000007,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9466800000000002,0.0,0.05331999999999981,0.0,1.0,0.0,0.0,0.9656700000000003,0.0,0.0,0.03432999999999975,0.9832199999999998,0.0,0.01678000000000024,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2840553,0,0.9093299999999997,0.0,0.09067000000000025,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9482100000000004,0.0,0.05178999999999956,0.0,1.0,0.0,0.0,0.9681000000000002,0.0,0.0,0.03189999999999982,0.9849299999999999,0.0,0.015070000000000139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2846764,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847199,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847603,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2848063,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2851738,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2852274,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2854000,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2857143,0,0.8925900000000002,0.0,0.10740999999999978,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9288599999999998,0.0,0.0711400000000002,0.0,1.0,0.0,0.0,0.93615,0.0,0.0,0.06384999999999996,0.96306,0.0,0.03693999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2866083,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868276,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868714,0,0.95703,0.0,0.04296999999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2871542,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6088200000000006,0.3911799999999994,0.0,0.0,0.0,0.205820000000001,0.0,0.794179999999999,0.0,1.0,0.0,0.0,0.536570000000002,0.463429999999998,1.0,0.0,0.0,0.0,0.0,0.5210000000000017,0.4789999999999983
2872584,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873491,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2874224,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2875758,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2879904,0,0.0,0.8326700000000011,0.0,0.16732999999999887,0.0,0.0,0.0,1.0,0.0,0.48374000000000095,0.0,0.516259999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.190430000000001,0.0,0.809569999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2883285,0,0.4950600000000005,0.5049399999999995,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.3647400000000003,0.6352599999999997,0.0,0.0,0.0,0.7904899999999984,0.20951000000000164,0.0,1.0,0.0,0.0,0.12570000000000103,0.874299999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2884070,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2887729,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2193200000000015,0.7806799999999985,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.76668,0.23331999999999997,0.0
2887943,1,0.9569399999999999,0.0,0.0430600000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890437,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2891205,0,1.0,0.0,0.0,0.0,0.7596600000000002,0.24033999999999978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8867400000000005,0.11325999999999947,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7596600000000002,0.24033999999999978,0.0,0.0,1.0,0.0,0.0
2891719,0,1.0,0.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9411,0.0,0.05889999999999995,0.0,1.0,0.0,0.0,0.9562200000000001,0.0,0.0,0.04377999999999993,0.9767399999999999,0.0,0.02326000000000006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.11616000000000071,0.8838399999999993,0.0
2899336,1,0.9063599999999998,0.0,0.09364000000000017,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9445199999999998,0.0,0.055480000000000196,0.0,1.0,0.0,0.0,0.8901600000000003,0.0,0.0,0.10983999999999972,0.9807899999999998,0.0,0.01921000000000017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2900428,0,1.0,0.0,0.0,0.0,0.3695100000000009,0.6304899999999991,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5540099999999999,0.4459900000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3695100000000009,0.6304899999999991,0.0,0.0,1.0,0.0,0.0
2902319,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902671,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2904023,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6711000000000009,0.3288999999999991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2911919,0,0.90618,0.0,0.09382000000000001,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9445199999999998,0.0,0.055480000000000196,0.0,1.0,0.0,0.0,0.9620700000000002,0.0,0.0,0.0379299999999998,0.9807899999999998,0.0,0.01921000000000017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2917203,0,1.0,0.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8639700000000001,0.0,0.13602999999999987,0.0,1.0,0.0,0.0,0.8283300000000002,0.0,0.0,0.17166999999999977,0.88944,0.0,0.11055999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2917783,0,0.8330099999999998,0.0,0.1669900000000002,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8603699999999996,0.0,0.13963000000000036,0.0,1.0,0.0,0.0,0.8223000000000003,0.0,0.0,0.17769999999999975,0.8853,0.0,0.11470000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2929114,0,0.7898100000000001,0.0,0.21018999999999988,0.0,0.7133099999999999,0.0,0.2866900000000001,0.0,0.8106900000000001,0.0,0.18930999999999987,0.0,1.0,0.0,0.0,0.7391399999999999,0.0,0.0,0.2608600000000001,0.8287800000000001,0.0,0.17121999999999993,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7133099999999999,0.0,0.2866900000000001,0.0,1.0,0.0,0.0
2931527,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937163,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2937457,0,0.9007800000000001,0.0,0.09921999999999986,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.93831,0.0,0.06169000000000002,0.0,1.0,0.0,0.0,0.9511800000000004,0.0,0.0,0.04881999999999964,0.9733199999999997,0.0,0.02668000000000026,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2938665,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2941603,0,1.0,0.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0,0.0,0.9868200000000007,0.0,0.013179999999999303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2946363,0,0.8449800000000001,0.0,0.15501999999999994,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8322000000000003,0.0,0.16779999999999973,0.0,1.0,0.0,0.0,0.7761300000000002,0.0,0.0,0.2238699999999998,0.8536200000000003,0.0,0.14637999999999973,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2952306,0,1.0,0.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8680200000000005,0.13197999999999954,0.0,0.0,1.0,0.0,0.0,0.7761300000000002,0.0,0.0,0.2238699999999998,1.0,0.0,0.0,0.0,0.25467000000000084,0.0,0.7453299999999992,0.742020000000001,0.257979999999999,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2953434,0,0.89961,0.0,0.10038999999999998,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9370500000000002,0.0,0.06294999999999984,0.0,1.0,0.0,0.0,0.9493799999999997,0.0,0.0,0.05062000000000033,0.9720599999999999,0.0,0.027940000000000076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,1.0,0.0,0.0
2955625,1,0.6147600000000004,0.3852399999999996,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.9482999999999997,0.0,0.0517000000000003,0.0,1.0,0.0,0.0,0.96576,0.0,0.0,0.03424000000000005,0.9833099999999999,0.0,0.016690000000000094,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8904299999999998,0.0,0.10957000000000017,0.0,0.0,0.8553500000000014,0.1446499999999986
2956643,0,0.8334599999999996,0.0,0.16654000000000035,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,0.8609099999999996,0.0,0.13909000000000038,0.0,1.0,0.0,0.0,0.82266,0.0,0.0,0.17734000000000005,0.88557,0.0,0.11443000000000003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7574100000000001,0.0,0.24258999999999986,0.0,1.0,0.0,0.0
2958289,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2959106,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2959723,0,0.9591900000000004,0.0,0.04080999999999957,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2961386,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2966696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8350800000000005,0.1649199999999995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2966701,1,1.0,0.0,0.0,0.0,0.49785000000000057,0.5021499999999994,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7214100000000006,0.27858999999999945,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.49785000000000057,0.5021499999999994,0.0,0.0,1.0,0.0,0.0
2967618,1,1.0,0.0,0.0,0.0,0.8926800000000004,0.10731999999999964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8926800000000004,0.10731999999999964,0.0,0.0,0.9932999999999996,0.006700000000000372,0.0
2967994,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2968803,1,0.3816600000000001,0.6183399999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2970345,0,1.0,0.0,0.0,0.0,0.6767699999999994,0.3232300000000006,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8775599999999999,0.1224400000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6767699999999994,0.3232300000000006,0.0,0.0,1.0,0.0,0.0
2976090,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7681400000000007,0.0,0.2318599999999993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46304000000000123,0.0,0.5369599999999988,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2976919,1,1.0,0.0,0.0,0.0,0.6279900000000005,0.3720099999999995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7585800000000003,0.24141999999999975,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6279900000000005,0.3720099999999995,0.0,0.0,1.0,0.0,0.0
2984277,0,1.0,0.0,0.0,0.0,0.6279900000000005,0.3720099999999995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7581300000000004,0.24186999999999959,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6279900000000005,0.3720099999999995,0.0,0.0,1.0,0.0,0.0
2985791,0,0.0,1.0,0.0,0.0,0.8926800000000004,0.10731999999999964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8926800000000004,0.10731999999999964,0.0,0.0,0.0,0.0,1.0
