Case ID,Label,Cumduration_6_L,Cumduration_6_M,Cumduration_6_S,Cumduration_6_LL,Cumduration_7_L,Cumduration_7_M,Cumduration_7_S,Cumduration_7_LL,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Duration_9_M,Duration_9_L,Duration_9_LL,Cumduration_5_L,Cumduration_5_M,Cumduration_5_S,Cumduration_5_LL,Duration_3_LL,Duration_3_M,Duration_3_L,Cumduration_10_L,Cumduration_10_M,Cumduration_10_S,Cumduration_10_LL,Cumduration_3_L,Cumduration_3_LL,Cumduration_3_M,Cumduration_3_S,Cumduration_4_L,Cumduration_4_LL,Cumduration_4_M,Cumduration_4_S,Duration_4_M,Duration_4_LL,Duration_4_L,Duration_5_M,Duration_5_L,Duration_5_LL,Duration_8_M,Duration_8_L,Duration_8_LL,Duration_7_M,Duration_7_L,Duration_7_LL,Cumduration_8_L,Cumduration_8_M,Cumduration_8_S,Cumduration_8_LL,Cumduration_9_L,Cumduration_9_M,Cumduration_9_S,Cumduration_9_LL,Duration_10_M,Duration_10_L,Duration_10_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL,Duration_6_M,Duration_6_L,Duration_6_LL
2831567,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.68377,0.31623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6176600000000017,0.38233999999999835,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2832460,0,0.0,0.85839,0.14161,0.0,0.0,0.7983600000000002,0.20163999999999982,0.0,0.7708200000000001,0.0,0.22917999999999994,0.0,0.0,1.0,0.0,0.0,0.88395,0.11604999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8549699999999998,0.14503000000000021,0.0,0.0,0.9080699999999999,0.09193000000000007,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73725,0.26275000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7708200000000001,0.0,0.22917999999999994,0.0,1.0,0.0,0.0
2833073,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7770099999999989,0.22299000000000113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4580000000000011,0.5419999999999989,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2838476,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2839858,0,0.0,0.9238199999999996,0.07618000000000036,0.0,0.0,0.8620800000000002,0.13791999999999982,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0,0.0,0.95865,0.04135,0.0,0.0,1.0,0.0,0.0,0.73455,0.26544999999999996,0.0,0.0,0.0,0.97431,0.02568999999999999,0.0,0.0,0.9934799999999999,0.006520000000000081,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7962899999999999,0.20371000000000006,0.0,0.0,0.7599299999999998,0.24007000000000023,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2840219,0,0.0,0.9255300000000002,0.07446999999999981,0.0,0.0,0.86388,0.13612000000000002,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0,0.0,0.9606300000000001,0.039369999999999905,0.0,0.0,1.0,0.0,0.0,0.7363500000000003,0.2636499999999997,0.0,0.0,0.0,0.9777299999999998,0.022270000000000234,0.0,0.0,0.9959099999999999,0.004090000000000149,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7983600000000002,0.20163999999999982,0.0,0.0,0.7619099999999999,0.23809000000000013,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2840553,0,0.0,0.9268799999999997,0.0731200000000003,0.0,0.0,0.86496,0.13504000000000005,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0,0.0,0.9621600000000003,0.03783999999999965,0.0,0.0,1.0,0.0,0.0,0.7366199999999998,0.26338000000000017,0.0,0.0,0.0,0.9801600000000001,0.019839999999999858,0.0,0.0,0.9977099999999997,0.0022900000000003473,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7987200000000003,0.20127999999999968,0.0,0.0,0.76227,0.23773,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2846764,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8780999999999999,0.12190000000000012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9612599999999998,0.03874000000000022,0.0,0.0,0.9170699999999998,0.08293000000000017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847199,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8817900000000001,0.11820999999999993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9652200000000004,0.03477999999999959,0.0,0.0,0.9208499999999997,0.07915000000000028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2847603,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.39576999999999973,0.6042300000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2848063,0,0.0,1.0,0.0,0.0,0.0,0.98691,0.013090000000000046,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9110399999999998,0.08896000000000015,0.0,0.0,0.9411,0.05889999999999995,0.0,0.7699200000000008,0.23007999999999917,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2851738,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3202599999999993,0.6797400000000007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9573899999999997,0.04261000000000026,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2854000,0,0.0,1.0,0.0,0.0,0.0,0.9826800000000002,0.01731999999999978,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9072600000000004,0.0927399999999996,0.0,0.0,0.8656800000000002,0.13431999999999977,0.0,0.7161000000000008,0.28389999999999915,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2857143,0,0.0,0.9094199999999999,0.0905800000000001,0.0,0.0,0.8480400000000001,0.15195999999999987,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,0.40884000000000054,0.5911599999999995,0.0,0.0,0.94218,0.05781999999999998,0.0,0.0,1.0,0.0,0.05241999999999969,0.9475800000000003,0.0,0.0,0.0,0.0,0.9482100000000004,0.05178999999999956,0.0,0.0,0.97485,0.025150000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.7345500000000005,0.2654499999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2866083,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030390000000000583,0.9696099999999994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868276,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9143000000000008,0.08569999999999922,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2868714,0,0.0,0.9766500000000002,0.02334999999999976,0.0,0.0,0.9132000000000002,0.08679999999999977,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8437200000000002,0.15627999999999975,0.0,0.0,0.8055599999999998,0.19444000000000017,0.0,0.041100000000000136,0.9588999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2871542,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.40017999999999976,0.0,0.5998200000000002,0.0,0.10232000000000152,0.8976799999999985,0.0,0.0,0.0,1.0,0.0,0.0,0.5482700000000014,0.45172999999999863,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3339800000000013,0.6660199999999987
2872584,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.78756,0.21243999999999996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2873491,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9274199999999997,0.07258000000000031,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9711600000000002,0.028839999999999755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2874224,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9241800000000002,0.07581999999999978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9676500000000003,0.03234999999999966,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2875758,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8849399999999998,0.11506000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9689100000000002,0.03108999999999984,0.0,0.0,0.9243600000000001,0.07563999999999993,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2883285,0,0.5851299999999995,0.4148700000000005,0.0,0.0,0.48567999999999945,0.5143200000000006,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0,0.7023999999999999,0.2976000000000001,0.0,0.0,0.7729399999999984,0.0,0.2270600000000016,0.4713699999999994,0.5286300000000006,0.0,0.0,1.0,0.0,0.0,0.0,0.9668199999999993,0.0,0.03318000000000065,0.0,0.9352500000000008,0.0,0.0647499999999992,1.0,0.0,0.0,0.5239500000000001,0.47604999999999986,0.0,1.0,0.0,0.0,0.7683699999999991,0.2316300000000009,0.0,0.0,0.6501999999999999,0.3498000000000001,0.0,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2884070,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2887729,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2179700000000011,0.7820299999999989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6723600000000003,0.3276399999999997,0.0
2887943,1,0.0,0.97647,0.02353000000000005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9494699999999998,0.050530000000000186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79521,0.20479000000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.9953699999999999,0.004630000000000134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890437,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35880000000000045,0.6411999999999995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2891205,0,0.0,1.0,0.0,0.0,0.2433999999999994,0.7566000000000006,0.0,0.0,0.7454400000000003,0.2545599999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1229799999999992,0.0,0.8770200000000008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6620300000000015,0.33796999999999855,0.10461999999999971,0.8953800000000003,0.0,0.0,0.009849999999999248,0.9901500000000008,0.0,0.0,1.0,0.0,0.0,0.7454400000000003,0.2545599999999997,0.0,0.0,1.0,0.0,0.0
2891719,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0,0.0,0.9548699999999997,0.045130000000000337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.96828,0.03171999999999997,0.0,0.0,0.98916,0.01083999999999996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35880000000000045,0.6411999999999995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,0.0,1.0,0.0
2899336,1,0.0,0.9238199999999996,0.07618000000000036,0.0,0.0,0.8618100000000002,0.1381899999999998,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,0.9491100000000001,0.05088999999999988,0.0,0.0,0.95838,0.04161999999999999,0.0,0.0,1.0,0.0,0.0,0.8999699999999997,0.10003000000000029,0.0,0.0,0.0,0.90231,0.09769000000000005,0.0,0.0,0.9933899999999998,0.006610000000000227,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.79575,0.20425000000000004,0.0,0.0,0.9411,0.05889999999999995,0.0,1.0,0.0,0.0,0.9039299999999999,0.0,0.0960700000000001,0.0,1.0,0.0,0.0
2902319,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9678299999999997,0.032170000000000254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9953699999999999,0.004630000000000134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2902671,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
