Case ID,Label,Cumduration_2_M,Cumduration_2_L,Cumduration_2_S,Cumduration_2_LL,Duration_2_M,Duration_2_L,Duration_2_S,Duration_2_LL
2852274,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2854000,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2857143,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2866083,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2868276,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2868714,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2871542,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2872584,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2873491,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2874224,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2875758,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2876753,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
2879904,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2883285,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2884070,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2887729,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2887943,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2890437,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2891205,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
2891719,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2899336,1,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2900428,0,0.35951999999999984,0.6404800000000002,0.0,0.0,0.35951999999999984,0.6404800000000002,0.0,0.0
2901823,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2902319,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2902671,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2904023,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2911919,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2917203,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2917783,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2928203,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2929114,0,0.7099799999999998,0.0,0.29002000000000017,0.0,0.7099799999999998,0.0,0.29002000000000017,0.0
2931527,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2937163,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2937457,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2938665,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2941603,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2946363,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2952306,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2953434,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2955625,1,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
2956643,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
2958289,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2959106,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2959723,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2961386,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2966696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2966701,1,0.4886700000000008,0.5113299999999992,0.0,0.0,0.4886700000000008,0.5113299999999992,0.0,0.0
2967618,1,0.8860200000000011,0.11397999999999886,0.0,0.0,0.8860200000000011,0.11397999999999886,0.0,0.0
2967994,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2968803,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2970345,0,0.6686700000000005,0.33132999999999946,0.0,0.0,0.6686700000000005,0.33132999999999946,0.0,0.0
2976090,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2976919,1,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
2984277,0,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
2985791,0,0.8860200000000011,0.11397999999999886,0.0,0.0,0.8860200000000011,0.11397999999999886,0.0,0.0
2992191,1,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
2997110,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2998479,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2998842,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3004257,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3006624,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3006903,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3008423,0,0.5651700000000002,0.43482999999999983,0.0,0.0,0.5651700000000002,0.43482999999999983,0.0,0.0
3019065,1,0.35951999999999984,0.6404800000000002,0.0,0.0,0.35951999999999984,0.6404800000000002,0.0,0.0
3019503,1,0.4886700000000008,0.5113299999999992,0.0,0.0,0.4886700000000008,0.5113299999999992,0.0,0.0
3020566,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3022008,1,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3024669,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3026543,1,0.8860200000000011,0.11397999999999886,0.0,0.0,0.8860200000000011,0.11397999999999886,0.0,0.0
3027880,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3030743,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3074788,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3076709,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3076883,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3084709,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3085645,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3086223,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
3087387,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3087612,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3088519,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3095793,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3097714,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3100699,1,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3101255,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3103213,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3107031,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3113605,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3115575,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3116141,1,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3119614,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3123689,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3124011,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3130787,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3132548,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3135870,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3142055,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3143683,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3148308,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3149735,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3151204,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3153211,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3166820,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3167203,0,0.23226000000000102,0.767739999999999,0.0,0.0,0.23226000000000102,0.767739999999999,0.0,0.0
3168727,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3169120,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3169326,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3172017,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3174008,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3178187,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3178568,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3179947,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3184036,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3188265,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3197502,0,0.23226000000000102,0.767739999999999,0.0,0.0,0.23226000000000102,0.767739999999999,0.0,0.0
3200492,0,0.4886700000000008,0.5113299999999992,0.0,0.0,0.4886700000000008,0.5113299999999992,0.0,0.0
3207862,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3218827,1,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3219826,0,0.35951999999999984,0.6404800000000002,0.0,0.0,0.35951999999999984,0.6404800000000002,0.0,0.0
3225456,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3232189,0,0.528360000000001,0.47163999999999895,0.0,0.0,0.528360000000001,0.47163999999999895,0.0,0.0
3234466,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3237542,0,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3238727,1,0.7971900000000005,0.2028099999999995,0.0,0.0,0.7971900000000005,0.2028099999999995,0.0,0.0
3248466,0,0.78918,0.21082,0.0,0.0,0.78918,0.21082,0.0,0.0
3256221,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3257628,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3257848,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3258671,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3262171,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3264192,1,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3265011,0,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3280093,0,0.40128000000000075,0.5987199999999993,0.0,0.0,0.40128000000000075,0.5987199999999993,0.0,0.0
3282104,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3286102,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3288710,0,0.4940699999999998,0.5059300000000002,0.0,0.0,0.4940699999999998,0.5059300000000002,0.0,0.0
3289530,0,0.4940699999999998,0.5059300000000002,0.0,0.0,0.4940699999999998,0.5059300000000002,0.0,0.0
3290567,0,0.7577699999999998,0.24223000000000017,0.0,0.0,0.7577699999999998,0.24223000000000017,0.0,0.0
3292122,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3292457,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3298841,0,0.23757000000000073,0.7624299999999993,0.0,0.0,0.23757000000000073,0.7624299999999993,0.0,0.0
3301142,0,0.4940699999999998,0.5059300000000002,0.0,0.0,0.4940699999999998,0.5059300000000002,0.0,0.0
3303053,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3305073,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3306586,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3307452,1,0.8371500000000003,0.0,0.16284999999999972,0.0,0.8371500000000003,0.0,0.16284999999999972,0.0
3309306,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3311607,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3319822,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3320493,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3322058,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3326569,1,0.9317400000000005,0.06825999999999954,0.0,0.0,0.9317400000000005,0.06825999999999954,0.0,0.0
3327777,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3330161,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3332479,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3334456,1,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3334996,0,0.10724999999999962,0.8927500000000004,0.0,0.0,0.10724999999999962,0.8927500000000004,0.0,0.0
3356696,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3359665,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3371671,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3372409,0,0.5402400000000007,0.4597599999999993,0.0,0.0,0.5402400000000007,0.4597599999999993,0.0,0.0
3376725,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3378302,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3382109,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
3383684,1,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
3387527,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3388444,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3388781,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3396308,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3396537,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3399381,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3399416,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3401947,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3407887,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3410972,0,0.4886700000000008,0.5113299999999992,0.0,0.0,0.4886700000000008,0.5113299999999992,0.0,0.0
3415302,0,0.35951999999999984,0.6404800000000002,0.0,0.0,0.35951999999999984,0.6404800000000002,0.0,0.0
3415876,0,0.27366000000000046,0.7263399999999995,0.0,0.0,0.27366000000000046,0.7263399999999995,0.0,0.0
3423564,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3429163,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3429524,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3429856,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3430762,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3438592,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3438908,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3439233,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3443689,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3445877,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3449448,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3451503,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3452185,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3452584,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3453014,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3456494,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3457452,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3457575,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3458528,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3459618,0,0.9757499999999997,0.0,0.024250000000000327,0.0,0.9757499999999997,0.0,0.024250000000000327,0.0
3460499,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3462821,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3464965,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3465207,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3467305,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3469330,0,0.4886700000000008,0.5113299999999992,0.0,0.0,0.4886700000000008,0.5113299999999992,0.0,0.0
3479896,1,0.8860200000000011,0.11397999999999886,0.0,0.0,0.8860200000000011,0.11397999999999886,0.0,0.0
3483673,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3486557,1,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3487733,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3488197,0,0.6196200000000003,0.3803799999999997,0.0,0.0,0.6196200000000003,0.3803799999999997,0.0,0.0
3493361,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3494154,1,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3499242,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3500950,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3506166,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3508609,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3508962,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3519182,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3529170,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3531457,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3533366,0,0.7544399999999998,0.0,0.24556000000000022,0.0,0.7544399999999998,0.0,0.24556000000000022,0.0
3537750,0,0.8883599999999996,0.0,0.1116400000000004,0.0,0.8883599999999996,0.0,0.1116400000000004,0.0
3538577,0,0.8442600000000002,0.0,0.15573999999999977,0.0,0.8442600000000002,0.0,0.15573999999999977,0.0
3542272,0,0.6218699999999999,0.0,0.3781300000000001,0.0,0.6218699999999999,0.0,0.3781300000000001,0.0
3559653,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3564895,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3566460,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3582795,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3582804,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3588647,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3594775,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3596349,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3597184,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3598533,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3601105,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3604677,1,0.831570000000001,0.16842999999999897,0.0,0.0,0.831570000000001,0.16842999999999897,0.0,0.0
3606917,0,0.9579300000000002,0.04206999999999983,0.0,0.0,0.9579300000000002,0.04206999999999983,0.0,0.0
3606967,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3608589,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3611865,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3613048,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3619782,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3620200,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3621629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3622039,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3624878,0,0.9703500000000007,0.029649999999999288,0.0,0.0,0.9703500000000007,0.029649999999999288,0.0,0.0
3626809,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3628077,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3633953,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3637906,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3642802,1,0.6926100000000011,0.30738999999999894,0.0,0.0,0.6926100000000011,0.30738999999999894,0.0,0.0
3644413,0,0.4146900000000002,0.5853099999999998,0.0,0.0,0.4146900000000002,0.5853099999999998,0.0,0.0
3645961,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3648178,0,0.5631000000000004,0.4368999999999996,0.0,0.0,0.5631000000000004,0.4368999999999996,0.0,0.0
3649001,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3649878,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3651397,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3683339,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3684042,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3685684,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3686476,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3690553,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3692431,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3693886,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3704488,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3707973,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3709450,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3715655,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3718043,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3719678,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3720299,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3721542,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3723337,0,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3725165,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3727018,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3728500,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3732904,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3734326,1,0.7521900000000006,0.24780999999999942,0.0,0.0,0.7521900000000006,0.24780999999999942,0.0,0.0
3736131,0,0.40686,0.59314,0.0,0.0,0.40686,0.59314,0.0,0.0
3736900,0,0.6231299999999997,0.0,0.37687000000000026,0.0,0.6231299999999997,0.0,0.37687000000000026,0.0
3741124,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3744251,0,0.96,0.040000000000000036,0.0,0.0,0.96,0.040000000000000036,0.0,0.0
3744998,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
